Displacements
Node, u, v
96 ,1, 96, -149.930375, -127.728599, -23.888737
96 ,2, 65, -138.795003, -159.745027, 124.136223
96 ,3, 97, -188.454689, -372.936958, -45.003168
96 ,4, 128, -176.427801, -407.516673, 114.872909
97 ,1, 97, -168.510458, -613.484013, -102.276757
97 ,2, 98, -185.716099, -575.804090, 74.472449
97 ,3, 130, -220.861082, -957.303678, -88.061993
97 ,4, 129, -239.666009, -916.121359, 105.116269
98 ,1, 98, -87.078342, -657.978819, -98.893270
98 ,2, 99, -126.253484, -557.574324, 46.284330
98 ,3, 131, -142.955528, -957.653602, -48.600489
98 ,4, 130, -185.772048, -847.916386, 110.071546
99 ,1, 99, 31.246722, -683.466058, -46.216601
99 ,2, 100, 2.257841, -552.422288, 52.609171
99 ,3, 132, -20.915138, -904.608347, 14.588647
99 ,4, 131, -52.598571, -761.383898, 122.600396
100 ,1, 100, 152.433259, -662.088224, 57.763725
100 ,2, 101, 170.420556, -538.107410, 121.799790
100 ,3, 133, 132.644044, -791.478336, 98.102452
100 ,4, 132, 152.303282, -655.973353, 168.090748
101 ,1, 101, 243.622527, -574.001888, 195.732092
101 ,2, 102, 325.374132, -490.521213, 257.820546
101 ,3, 134, 303.025126, -616.170822, 193.553088
101 ,4, 133, 392.375643, -524.930515, 261.412739
102 ,1, 102, 287.810149, -415.381347, 312.311639
102 ,2, 103, 405.506771, -400.290312, 405.611506
102 ,3, 135, 463.081214, -387.851672, 266.045124
102 ,4, 134, 591.717881, -371.357906, 368.017328
103 ,1, 103, 295.529887, -223.576127, 300.534300
103 ,2, 104, 390.356178, -274.385696, 438.793950
103 ,3, 136, 575.976873, -162.362937, 234.593690
103 ,4, 135, 679.617384, -217.895318, 385.704744
104 ,1, 104, 294.970645, -103.623784, 76.644257
104 ,2, 105, 329.085526, -142.201472, 250.915345
104 ,3, 137, 632.661336, -47.422073, 38.838678
104 ,4, 136, 669.947237, -89.585604, 229.308476
105 ,1, 105, 329.085526, -142.201472, -250.915345
105 ,2, 106, 294.970645, -103.623784, -76.644257
105 ,3, 138, 669.947237, -89.585604, -229.308476
105 ,4, 137, 632.661336, -47.422073, -38.838678
106 ,1, 106, 390.356178, -274.385696, -438.793950
106 ,2, 107, 295.529887, -223.576127, -300.534300
106 ,3, 139, 679.617384, -217.895318, -385.704744
106 ,4, 138, 575.976873, -162.362937, -234.593690
107 ,1, 107, 405.506771, -400.290312, -405.611506
107 ,2, 108, 287.810149, -415.381347, -312.311639
107 ,3, 140, 591.717881, -371.357906, -368.017328
107 ,4, 139, 463.081214, -387.851672, -266.045124
108 ,1, 108, 325.374132, -490.521213, -257.820546
108 ,2, 109, 243.622527, -574.001888, -195.732092
108 ,3, 141, 392.375643, -524.930515, -261.412739
108 ,4, 140, 303.025126, -616.170822, -193.553088
109 ,1, 109, 170.420556, -538.107410, -121.799790
109 ,2, 110, 152.433259, -662.088224, -57.763725
109 ,3, 142, 152.303282, -655.973353, -168.090748
109 ,4, 141, 132.644044, -791.478336, -98.102452
110 ,1, 110, 2.257841, -552.422288, -52.609171
110 ,2, 111, 31.246722, -683.466058, 46.216601
110 ,3, 143, -52.598571, -761.383898, -122.600396
110 ,4, 142, -20.915138, -904.608347, -14.588647
111 ,1, 111, -126.253484, -557.574324, -46.284330
111 ,2, 112, -87.078342, -657.978819, 98.893270
111 ,3, 144, -185.772048, -847.916386, -110.071546
111 ,4, 143, -142.955528, -957.653602, 48.600489
112 ,1, 112, -185.716099, -575.804090, -74.472449
112 ,2, 113, -168.510458, -613.484013, 102.276757
112 ,3, 145, -239.666009, -916.121359, -105.116269
112 ,4, 144, -220.861082, -957.303678, 88.061993
113 ,1, 113, -168.510458, -613.484013, -102.276757
113 ,2, 114, -185.716099, -575.804090, 74.472449
113 ,3, 146, -220.861082, -957.303678, -88.061993
113 ,4, 145, -239.666009, -916.121359, 105.116269
114 ,1, 114, -87.078342, -657.978819, -98.893270
114 ,2, 115, -126.253484, -557.574324, 46.284330
114 ,3, 147, -142.955528, -957.653602, -48.600489
114 ,4, 146, -185.772048, -847.916386, 110.071546
115 ,1, 115, 31.246722, -683.466058, -46.216601
115 ,2, 116, 2.257841, -552.422288, 52.609171
115 ,3, 148, -20.915138, -904.608347, 14.588647
115 ,4, 147, -52.598571, -761.383898, 122.600396
116 ,1, 116, 152.433259, -662.088224, 57.763725
116 ,2, 117, 170.420556, -538.107410, 121.799790
116 ,3, 149, 132.644044, -791.478336, 98.102452
116 ,4, 148, 152.303282, -655.973353, 168.090748
117 ,1, 117, 243.622527, -574.001888, 195.732092
117 ,2, 118, 325.374132, -490.521213, 257.820546
117 ,3, 150, 303.025126, -616.170822, 193.553088
117 ,4, 149, 392.375643, -524.930515, 261.412739
118 ,1, 118, 287.810149, -415.381347, 312.311639
118 ,2, 119, 405.506771, -400.290312, 405.611506
118 ,3, 151, 463.081214, -387.851672, 266.045124
118 ,4, 150, 591.717881, -371.357906, 368.017328
119 ,1, 119, 295.529887, -223.576127, 300.534300
119 ,2, 120, 390.356178, -274.385696, 438.793950
119 ,3, 152, 575.976873, -162.362937, 234.593690
119 ,4, 151, 679.617384, -217.895318, 385.704744
120 ,1, 120, 294.970645, -103.623784, 76.644257
120 ,2, 121, 329.085526, -142.201472, 250.915345
120 ,3, 153, 632.661336, -47.422073, 38.838678
120 ,4, 152, 669.947237, -89.585604, 229.308476
121 ,1, 121, 329.085526, -142.201472, -250.915345
121 ,2, 122, 294.970645, -103.623784, -76.644257
121 ,3, 154, 669.947237, -89.585604, -229.308476
121 ,4, 153, 632.661336, -47.422073, -38.838678
122 ,1, 122, 390.356178, -274.385696, -438.793950
122 ,2, 123, 295.529887, -223.576127, -300.534300
122 ,3, 155, 679.617384, -217.895318, -385.704744
122 ,4, 154, 575.976873, -162.362937, -234.593690
123 ,1, 123, 405.506771, -400.290312, -405.611506
123 ,2, 124, 287.810149, -415.381347, -312.311639
123 ,3, 156, 591.717881, -371.357906, -368.017328
123 ,4, 155, 463.081214, -387.851672, -266.045124
124 ,1, 124, 325.374132, -490.521213, -257.820546
124 ,2, 125, 243.622527, -574.001888, -195.732092
124 ,3, 157, 392.375643, -524.930515, -261.412739
124 ,4, 156, 303.025126, -616.170822, -193.553088
125 ,1, 125, 170.420556, -538.107410, -121.799790
125 ,2, 126, 152.433259, -662.088224, -57.763725
125 ,3, 158, 152.303282, -655.973353, -168.090748
125 ,4, 157, 132.644044, -791.478336, -98.102452
126 ,1, 126, 2.257841, -552.422288, -52.609171
126 ,2, 127, 31.246722, -683.466058, 46.216601
126 ,3, 159, -52.598571, -761.383898, -122.600396
126 ,4, 158, -20.915138, -904.608347, -14.588647
127 ,1, 127, -126.253484, -557.574324, -46.284330
127 ,2, 128, -87.078342, -657.978819, 98.893270
127 ,3, 160, -185.772048, -847.916386, -110.071546
127 ,4, 159, -142.955528, -957.653602, 48.600489
128 ,1, 128, -185.716099, -575.804090, -74.472449
128 ,2, 97, -168.510458, -613.484013, 102.276757
128 ,3, 129, -239.666009, -916.121359, -105.116269
128 ,4, 160, -220.861082, -957.303678, 88.061993
129 ,1, 129, -72.754686, -1253.213027, -47.047207
129 ,2, 130, -117.335689, -1202.113036, 205.812318
129 ,3, 162, -163.119618, -1841.521693, -14.450486
129 ,4, 161, -212.639644, -1784.760456, 266.422743
130 ,1, 130, -58.843393, -1160.167809, 111.748734
130 ,2, 131, -172.227199, -1027.193975, 309.130150
130 ,3, 163, -166.777793, -1666.305068, 220.809037
130 ,4, 162, -292.723120, -1518.599379, 440.057869
131 ,1, 131, -57.123063, -944.961097, 214.479734
131 ,2, 132, -186.121881, -782.946788, 326.378583
131 ,3, 164, -182.358713, -1304.328444, 350.025698
131 ,4, 163, -325.649002, -1124.364955, 474.321554
132 ,1, 132, -17.041762, -664.610436, 229.688543
132 ,2, 133, -96.488250, -538.948146, 267.502244
132 ,3, 165, -118.093144, -850.695617, 327.496726
132 ,4, 164, -206.341319, -711.111502, 369.499717
133 ,1, 133, 119.944022, -387.132038, 165.361246
133 ,2, 134, 137.609489, -351.702444, 183.601001
133 ,3, 166, 129.942179, -413.654230, 173.003294
133 ,4, 165, 149.564760, -374.299475, 193.263787
134 ,1, 134, 378.693659, -162.841561, 59.717612
134 ,2, 135, 490.010592, -231.738567, 138.779647
134 ,3, 167, 606.179247, -79.408983, -32.439174
134 ,4, 166, 729.828718, -155.938924, 55.381955
135 ,1, 135, 705.412632, -19.387548, -48.768793
135 ,2, 136, 840.761549, -137.830147, 152.390209
135 ,3, 168, 1207.227652, 104.569944, -183.526604
135 ,4, 167, 1357.571553, -26.994628, 39.918326
136 ,1, 136, 967.414144, 20.710528, -134.992894
136 ,2, 137, 1028.394649, -38.989734, 170.783898
136 ,3, 169, 1672.680102, 136.919689, -210.711308
136 ,4, 168, 1740.416491, 70.605377, 128.941767
137 ,1, 137, 1028.394649, -38.989734, -170.783898
137 ,2, 138, 967.414144, 20.710528, 134.992894
137 ,3, 170, 1740.416491, 70.605377, -128.941767
137 ,4, 169, 1672.680102, 136.919689, 210.711308
138 ,1, 138, 840.761549, -137.830147, -152.390209
138 ,2, 139, 705.412632, -19.387548, 48.768793
138 ,3, 171, 1357.571553, -26.994628, -39.918326
138 ,4, 170, 1207.227652, 104.569944, 183.526604
139 ,1, 139, 490.010592, -231.738567, -138.779647
139 ,2, 140, 378.693659, -162.841561, -59.717612
139 ,3, 172, 729.828718, -155.938924, -55.381955
139 ,4, 171, 606.179247, -79.408983, 32.439174
140 ,1, 140, 137.609489, -351.702444, -183.601001
140 ,2, 141, 119.944022, -387.132038, -165.361246
140 ,3, 173, 149.564760, -374.299475, -193.263787
140 ,4, 172, 129.942179, -413.654230, -173.003294
141 ,1, 141, -96.488250, -538.948146, -267.502244
141 ,2, 142, -17.041762, -664.610436, -229.688543
141 ,3, 174, -206.341319, -711.111502, -369.499717
141 ,4, 173, -118.093144, -850.695617, -327.496726
142 ,1, 142, -186.121881, -782.946788, -326.378583
142 ,2, 143, -57.123063, -944.961097, -214.479734
142 ,3, 175, -325.649002, -1124.364955, -474.321554
142 ,4, 174, -182.358713, -1304.328444, -350.025698
143 ,1, 143, -172.227199, -1027.193975, -309.130150
143 ,2, 144, -58.843393, -1160.167809, -111.748734
143 ,3, 176, -292.723120, -1518.599379, -440.057869
143 ,4, 175, -166.777793, -1666.305068, -220.809037
144 ,1, 144, -117.335689, -1202.113036, -205.812318
144 ,2, 145, -72.754686, -1253.213027, 47.047207
144 ,3, 177, -212.639644, -1784.760456, -266.422743
144 ,4, 176, -163.119618, -1841.521693, 14.450486
145 ,1, 145, -72.754686, -1253.213027, -47.047207
145 ,2, 146, -117.335689, -1202.113036, 205.812318
145 ,3, 178, -163.119618, -1841.521693, -14.450486
145 ,4, 177, -212.639644, -1784.760456, 266.422743
146 ,1, 146, -58.843393, -1160.167809, 111.748734
146 ,2, 147, -172.227199, -1027.193975, 309.130150
146 ,3, 179, -166.777793, -1666.305068, 220.809037
146 ,4, 178, -292.723120, -1518.599379, 440.057869
147 ,1, 147, -57.123063, -944.961097, 214.479734
147 ,2, 148, -186.121881, -782.946788, 326.378583
147 ,3, 180, -182.358713, -1304.328444, 350.025698
147 ,4, 179, -325.649002, -1124.364955, 474.321554
148 ,1, 148, -17.041762, -664.610436, 229.688543
148 ,2, 149, -96.488250, -538.948146, 267.502244
148 ,3, 181, -118.093144, -850.695617, 327.496726
148 ,4, 180, -206.341319, -711.111502, 369.499717
149 ,1, 149, 119.944022, -387.132038, 165.361246
149 ,2, 150, 137.609489, -351.702444, 183.601001
149 ,3, 182, 129.942179, -413.654230, 173.003294
149 ,4, 181, 149.564760, -374.299475, 193.263787
150 ,1, 150, 378.693659, -162.841561, 59.717612
150 ,2, 151, 490.010592, -231.738567, 138.779647
150 ,3, 183, 606.179247, -79.408983, -32.439174
150 ,4, 182, 729.828718, -155.938924, 55.381955
151 ,1, 151, 705.412632, -19.387548, -48.768793
151 ,2, 152, 840.761549, -137.830147, 152.390209
151 ,3, 184, 1207.227652, 104.569944, -183.526604
151 ,4, 183, 1357.571553, -26.994628, 39.918326
152 ,1, 152, 967.414144, 20.710528, -134.992894
152 ,2, 153, 1028.394649, -38.989734, 170.783898
152 ,3, 185, 1672.680102, 136.919689, -210.711308
152 ,4, 184, 1740.416491, 70.605377, 128.941767
153 ,1, 153, 1028.394649, -38.989734, -170.783898
153 ,2, 154, 967.414144, 20.710528, 134.992894
153 ,3, 186, 1740.416491, 70.605377, -128.941767
153 ,4, 185, 1672.680102, 136.919689, 210.711308
154 ,1, 154, 840.761549, -137.830147, -152.390209
154 ,2, 155, 705.412632, -19.387548, 48.768793
154 ,3, 187, 1357.571553, -26.994628, -39.918326
154 ,4, 186, 1207.227652, 104.569944, 183.526604
155 ,1, 155, 490.010592, -231.738567, -138.779647
155 ,2, 156, 378.693659, -162.841561, -59.717612
155 ,3, 188, 729.828718, -155.938924, -55.381955
155 ,4, 187, 606.179247, -79.408983, 32.439174
156 ,1, 156, 137.609489, -351.702444, -183.601001
156 ,2, 157, 119.944022, -387.132038, -165.361246
156 ,3, 189, 149.564760, -374.299475, -193.263787
156 ,4, 188, 129.942179, -413.654230, -173.003294
157 ,1, 157, -96.488250, -538.948146, -267.502244
157 ,2, 158, -17.041762, -664.610436, -229.688543
157 ,3, 190, -206.341319, -711.111502, -369.499717
157 ,4, 189, -118.093144, -850.695617, -327.496726
158 ,1, 158, -186.121881, -782.946788, -326.378583
158 ,2, 159, -57.123063, -944.961097, -214.479734
158 ,3, 191, -325.649002, -1124.364955, -474.321554
158 ,4, 190, -182.358713, -1304.328444, -350.025698
159 ,1, 159, -172.227199, -1027.193975, -309.130150
159 ,2, 160, -58.843393, -1160.167809, -111.748734
159 ,3, 192, -292.723120, -1518.599379, -440.057869
159 ,4, 191, -166.777793, -1666.305068, -220.809037
160 ,1, 160, -117.335689, -1202.113036, -205.812318
160 ,2, 129, -72.754686, -1253.213027, 47.047207
160 ,3, 161, -212.639644, -1784.760456, -266.422743
160 ,4, 192, -163.119618, -1841.521693, 14.450486
